buildingId,complexId,buildingName,photosExterior,photosInterior,photosFloorPlan
1,1,Capital Place,3500000,,
2,2,Centennial Tower,,"{'photos': ['https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/2_centennial-tower-centennial-tower_20160914043747_36742.JPG', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/2_centennial-tower-centennial-tower_20160914043748_33661.JPG', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/2_centennial-tower-centennial-tower_20160914043748_79129.JPG', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/2_centennial-tower-centennial-tower_20160914043749_95336.JPG', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/2_centennial-tower-centennial-tower_20160914043750_68809.JPG'], 'favourite': 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/2_centennial-tower-centennial-tower_20160914043747_36742.JPG'}","{'photos': ['https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/2_centennial-tower-centennial-tower_20170314084530_40504.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/2_centennial-tower-centennial-tower_20170314084532_39445.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/2_centennial-tower-centennial-tower_20170314084532_10504.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/2_centennial-tower-centennial-tower_20170314084532_80887.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/2_centennial-tower-centennial-tower_20170314084533_28031.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/2_centennial-tower-centennial-tower_20170314084533_24272.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/2_centennial-tower-centennial-tower_20170314084533_48886.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/2_centennial-tower-centennial-tower_20170314084534_37010.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/2_centennial-tower-centennial-tower_20170314084534_37913.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/2_centennial-tower-centennial-tower_20170314084534_70384.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/2_centennial-tower-centennial-tower_20170314084534_82473.jpg'], 'favourite': 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/2_centennial-tower-centennial-tower_20170314084532_39445.jpg'}"
3,3,City Plaza,"{'photos': ['https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/3_city-plaza-city-plaza_20161124033950_84105.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/3_city-plaza-city-plaza_20161124033954_52709.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/3_city-plaza-city-plaza_20161124033955_15233.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/3_city-plaza-city-plaza_20161124033957_98463.jpg'], 'favourite': 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/3_city-plaza-city-plaza_20161124033957_98463.jpg'}","{'photos': [], 'favourite': ''}","{'photos': [], 'favourite': ''}"
4,4,Graha Surveyor Indonesia,"{'photos': ['https://s3.ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/graha-surveyor-indonesia-exterior-1690535795533-0', 'https://s3.ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/graha-surveyor-indonesia-exterior-1690535795533-1', 'https://s3.ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/graha-surveyor-indonesia-exterior-1690535795533-2'], 'favourite': 'https://s3.ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/graha-surveyor-indonesia-exterior-1690535795533-2'}","{'photos': ['https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/4_graha-surveyor-indonesia-ex-adhi-graha-graha-surveyor-indonesia_20180411085751_99027.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/4_graha-surveyor-indonesia-ex-adhi-graha-graha-surveyor-indonesia_20180411085752_43222.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/4_graha-surveyor-indonesia-ex-adhi-graha-graha-surveyor-indonesia_20180411085753_54930.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/4_graha-surveyor-indonesia-ex-adhi-graha-graha-surveyor-indonesia_20180411085753_91565.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/4_graha-surveyor-indonesia-ex-adhi-graha-graha-surveyor-indonesia_20180411085753_14678.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/4_graha-surveyor-indonesia-ex-adhi-graha-graha-surveyor-indonesia_20180411085754_68429.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/4_graha-surveyor-indonesia-ex-adhi-graha-graha-surveyor-indonesia_20180411085755_81656.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/4_graha-surveyor-indonesia-ex-adhi-graha-graha-surveyor-indonesia_20180411085755_79003.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/4_graha-surveyor-indonesia-ex-adhi-graha-graha-surveyor-indonesia_20180411085756_23345.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/4_graha-surveyor-indonesia-ex-adhi-graha-graha-surveyor-indonesia_20180411085756_58133.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/4_graha-surveyor-indonesia-ex-adhi-graha-graha-surveyor-indonesia_20180411085756_63762.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/4_graha-surveyor-indonesia-ex-adhi-graha-graha-surveyor-indonesia_20180411085757_47806.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/4_graha-surveyor-indonesia-ex-adhi-graha-graha-surveyor-indonesia_20180411085757_85490.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/4_graha-surveyor-indonesia-ex-adhi-graha-graha-surveyor-indonesia_20180411085757_58897.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/4_graha-surveyor-indonesia-ex-adhi-graha-graha-surveyor-indonesia_20180411085758_46645.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/4_graha-surveyor-indonesia-ex-adhi-graha-graha-surveyor-indonesia_20180411085758_28846.jpg'], 'favourite': 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/4_graha-surveyor-indonesia-ex-adhi-graha-graha-surveyor-indonesia_20180411085752_43222.jpg'}","{'photos': [], 'favourite': ''}"
5,5,Gedung Tifa,"{'photos': ['https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/5_gedung-tifa-gedung-tifa_20161118023722_98355.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/5_gedung-tifa-gedung-tifa_20161118023723_65414.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/5_gedung-tifa-gedung-tifa_20161118023723_11886.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/5_gedung-tifa-gedung-tifa_20161118023724_20209.jpg'], 'favourite': 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/5_gedung-tifa-gedung-tifa_20161118023722_98355.jpg'}","{'photos': ['https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/5_gedung-tifa-gedung-tifa_20170214041635_14775.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/5_gedung-tifa-gedung-tifa_20170214041635_74609.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/5_gedung-tifa-gedung-tifa_20170214041636_85132.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/5_gedung-tifa-gedung-tifa_20170214041636_89448.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/5_gedung-tifa-gedung-tifa_20170214041637_57193.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/5_gedung-tifa-gedung-tifa_20170214041637_25821.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/5_gedung-tifa-gedung-tifa_20170214041638_16613.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/5_gedung-tifa-gedung-tifa_20170214041638_35610.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/5_gedung-tifa-gedung-tifa_20170214041638_81244.jpg'], 'favourite': ''}","{'photos': ['https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/5_gedung-tifa-gedung-tifa_20170331112252_13331.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/5_gedung-tifa-gedung-tifa_20180718034712_53864.jpg'], 'favourite': ''}"
6,6,Graha BIP,"{'photos': ['https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/6_graha-bip-graha-bip_20160914043941_79864.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/6_graha-bip-graha-bip_20160914043941_77552.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/6_graha-bip-graha-bip_20160914043942_85982.jpg'], 'favourite': 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/6_graha-bip-graha-bip_20160914043941_79864.jpg'}","{'photos': ['https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/6_graha-bip-graha-bip_20170411033827_16803.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/6_graha-bip-graha-bip_20170411034028_37898.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/6_graha-bip-graha-bip_20170411034041_41749.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/6_graha-bip-graha-bip_20170411034105_61401.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/6_graha-bip-graha-bip_20170411034113_20626.jpg'], 'favourite': ''}","{'photos': [], 'favourite': ''}"
7,7,Graha Mustika Ratu,"{'photos': ['https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/7_graha-mustika-ratu-graha-mustika-ratu_20160914044007_57979.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/7_graha-mustika-ratu-graha-mustika-ratu_20160914044007_23038.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/7_graha-mustika-ratu-graha-mustika-ratu_20160914044008_33156.jpg', 'https://s3.ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/graha-mustika-ratu-exterior-1690353413200-0', 'https://s3.ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/graha-mustika-ratu-exterior-1690353413200-1'], 'favourite': 'https://s3.ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/graha-mustika-ratu-exterior-1690353413200-1'}","{'photos': ['https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/7_graha-mustika-ratu-graha-mustika-ratu_20180416093838_75744.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/7_graha-mustika-ratu-graha-mustika-ratu_20180416093839_21088.jpg', 'https://s3.ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/graha-mustika-ratu-interior-1662346519127-0', 'https://s3.ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/graha-mustika-ratu-interior-1662346546196-0', 'https://s3.ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/graha-mustika-ratu-interior-1662346556915-0', 'https://s3.ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/graha-mustika-ratu-interior-1662346567425-0', 'https://s3.ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/graha-mustika-ratu-interior-1662346795077-0', 'https://s3.ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/graha-mustika-ratu-interior-1662346813122-0', 'https://s3.ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/graha-mustika-ratu-interior-1662346823486-0', 'https://s3.ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/graha-mustika-ratu-interior-1662346834623-0'], 'favourite': 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/7_graha-mustika-ratu-graha-mustika-ratu_20180416093839_21088.jpg'}","{'photos': ['https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/7_graha-mustika-ratu-graha-mustika-ratu_20180705044336_97583.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/7_graha-mustika-ratu-graha-mustika-ratu_20180705044336_10331.jpg'], 'favourite': ''}"
8,8,K-Link Tower,"{'photos': ['https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/8_k-link-tower-k-link-tower_20160914044108_73317.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/8_k-link-tower-k-link-tower_20160914044109_25655.JPG', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/8_k-link-tower-k-link-tower_20160914044109_98364.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/8_k-link-tower-k-link-tower_20160914044111_14107.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/8_k-link-tower-k-link-tower_20160914044111_42210.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/8_k-link-tower-k-link-tower_20160914044112_14528.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/8_k-link-tower-k-link-tower_20160914044114_66865.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/8_k-link-tower-k-link-tower_20160914044115_52198.jpg'], 'favourite': 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/8_k-link-tower-k-link-tower_20160914044108_73317.jpg'}","{'photos': ['https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/8_k-link-tower-k-link-tower_20170214041735_26190.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/8_k-link-tower-k-link-tower_20170214041736_86126.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/8_k-link-tower-k-link-tower_20170214041736_60289.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/8_k-link-tower-k-link-tower_20170214041737_48150.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/8_k-link-tower-k-link-tower_20170214041738_45637.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/8_k-link-tower-k-link-tower_20170214041738_74884.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/8_k-link-tower-k-link-tower_20170214041738_95895.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/8_k-link-tower-k-link-tower_20170214041739_69102.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/8_k-link-tower-k-link-tower_20170214041739_66914.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/8_k-link-tower-k-link-tower_20170214041739_79526.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/8_k-link-tower-k-link-tower_20170214041739_33533.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/8_k-link-tower-k-link-tower_20171212080018_68464.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/8_k-link-tower-k-link-tower_20171212080021_61237.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/8_k-link-tower-k-link-tower_20171212080024_96195.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/8_k-link-tower-k-link-tower_20171212080028_68775.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/8_k-link-tower-k-link-tower_20171212080032_39594.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/8_k-link-tower-k-link-tower_20171212080035_58620.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/8_k-link-tower-k-link-tower_20171212080037_52155.jpg'], 'favourite': 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/8_k-link-tower-k-link-tower_20171212080037_52155.jpg'}","{'photos': ['https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/8_k-link-tower-k-link-tower_20170331112741_92079.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/8_k-link-tower-k-link-tower_20180502101144_80491.jpg', 'https://s3-ap-southeast-1.amazonaws.com/assets-new.sewakantorcbd.com/upload/office-leasing/building-photos/8_k-link-tower-k-link-tower_20180502101144_37139.jpg'], 'favourite': ''}"
